clean_name_trigram_sim,clean_name_including,city_trigram_sim,city_including,zip_trigram_sim,zip_including,street_trigram_sim,street_including,website_trigram_sim,website_including,countryname_trigram_sim,countryname_including,geocoderlocalityname_trigram_sim,geocoderlocalityname_including,geocoderinputaddress_trigram_sim,geocoderinputaddress_including,geocoderoutputaddress_trigram_sim,geocoderoutputaddress_including,geocoderpostalcodenumber_trigram_sim,geocoderpostalcodenumber_including,geocodercountrynamecode_trigram_sim,geocodercountrynamecode_including,phone_trigram,phone_equality,fax_trigram,fax_equality,geocode_coordinates_long_trigram,coordinates_long_trigram,coordinates_long_equality,Class_num
1.0,2,1.0,3,0.83383,1,0.833333,2,0.778477,1,0.803013,1,1.0,3,0.764444,2,0.925926,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.396168,1,1
0.5,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.818182,2,1.0,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,1.0,1.0,3,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.692308,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,0.25,0.266667,2,1
0.0,1,1.0,3,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,1.0,3,1.0,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,1.0,0.142857,2,0
0.464286,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.296296,2,0.409091,2,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.176471,0.2,2,0
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.909091,3,0.75,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.176471,0.238095,2,1
0.666667,2,0.666667,3,1.0,3,1.0,3,0.778477,1,0.803013,1,1.0,3,0.892857,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.352941,2,1
0.666667,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,0.857143,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,0.25,0.396168,1,1
0.404762,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.227273,2,0.571429,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.176471,0.396168,1,0
0.666667,2,1.0,3,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.822222,2,0.833333,2,0.936303,1,0.999758,1,0.76457,1,0.647217,1,0.583333,0.396168,1,1
0.666667,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.909091,3,1.0,3,1.0,3,1.0,3,0.142857,2,0.647217,1,0.428571,0.396168,1,1
0.4,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.25,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.285714,2,1.0,3,0.833333,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
0.8,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.5,2,1.0,3,0.683333,2,0.8,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.25,0.5,2,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.828571,2,0.803013,1,1.0,3,0.933333,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.454545,2,1
0.084594,1,1.0,3,0.333333,2,0.0,2,0.778477,1,1.0,3,1.0,3,0.358974,2,0.358974,2,0.333333,2,1.0,3,0.76457,1,0.647217,1,0.176471,0.2,2,0
0.0,1,1.0,3,0.333333,2,0.066667,2,0.778477,1,1.0,3,1.0,3,0.371429,2,0.371429,2,0.333333,2,1.0,3,0.76457,1,0.647217,1,0.1875,0.214286,2,0
1.0,2,1.0,3,1.0,3,0.866667,2,0.778477,1,0.803013,1,1.0,3,0.780159,2,0.911111,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.396168,1,1
0.75,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.75,2,0.560879,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.25,0.396168,1,1
0.017857,1,1.0,3,1.0,3,1.0,3,0.778477,1,0.803013,1,1.0,3,0.875,2,1.0,3,1.0,3,1.0,3,0.411765,2,0.647217,1,1.0,0.396168,1,0
0.1,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.277778,2,0.363636,3,0.936303,1,1.0,3,1.0,3,0.647217,1,0.25,0.266667,2,1
0.666667,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.833333,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,0.363636,2,0.83383,1,0.4,2,0.778477,1,0.803013,1,1.0,3,0.363636,2,0.711111,2,0.166667,2,1.0,3,1.0,3,0.647217,1,0.25,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.857143,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.8,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.461538,0.396168,1,1
0.08125,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.307692,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,0
0.666667,1,1.0,3,1.0,3,0.701299,2,0.778477,1,0.803013,1,1.0,3,0.723776,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.5,2,1
0.466667,1,0.854119,1,0.83383,1,0.620578,1,1.0,3,0.803013,1,1.0,3,0.857143,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.613636,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
1.0,2,1.0,3,1.0,3,1.0,3,0.778477,1,1.0,3,1.0,3,0.809524,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
0.150253,1,1.0,3,0.333333,2,0.0,2,0.778477,1,0.803013,1,1.0,3,0.388889,2,0.397436,2,0.333333,2,1.0,3,0.76457,1,0.647217,1,0.25,0.285714,2,0
1.0,2,0.854119,1,0.83383,1,0.620578,1,1.0,3,0.803013,1,1.0,3,0.833333,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.384615,2,1
0.094697,1,1.0,3,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.277778,2,0.444444,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.176471,0.396168,1,0
0.607143,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.666667,2,0.888889,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.266667,0.396168,1,0
0.285714,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.690476,2,0.714286,2,1.0,3,1.0,3,0.466667,2,0.647217,1,0.285714,0.396168,1,0
0.666667,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.888889,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,1.0,3,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.65,2,0.833333,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.396168,1,1
0.357143,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.6,2,0.647217,1,0.25,0.396168,1,1
0.714286,1,1.0,3,1.0,3,0.5625,2,0.778477,1,0.803013,1,1.0,3,0.75,2,0.857143,2,1.0,3,1.0,3,0.090909,2,0.263158,2,0.25,0.396168,1,0
0.264646,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.317949,2,0.580952,2,1.0,3,1.0,3,0.090909,2,0.647217,1,0.25,0.396168,1,0
0.0,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.453463,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,0
0.769231,1,0.0,2,1.0,3,1.0,3,0.778477,1,1.0,3,0.957252,1,0.722222,2,0.333333,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.25,0.396168,1,1
0.079345,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.294643,2,0.421667,2,1.0,3,1.0,3,0.294118,2,0.647217,1,0.125,0.396168,1,0
0.199259,1,0.058333,2,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,0.363636,3,0.5,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.176471,0.307692,2,0
0.333333,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.727273,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.117647,2,0
1.0,2,1.0,3,1.0,3,0.909091,3,0.778477,1,0.803013,1,1.0,3,0.843137,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.176471,2,1
0.071429,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.475679,2,0.8,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.396168,1,1
0.166667,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.382775,2,0.545455,3,1.0,3,1.0,3,0.263158,2,0.647217,1,0.307692,0.396168,1,0
0.0,1,1.0,3,1.0,3,0.05,2,0.778477,1,1.0,3,1.0,3,0.457143,2,0.457143,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.1875,0.2,2,0
0.0,1,1.0,3,1.0,3,0.270833,2,0.778477,1,1.0,3,1.0,3,0.583333,2,0.666667,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.1875,0.2,2,0
0.323232,1,1.0,3,1.0,3,0.396694,2,0.778477,1,0.803013,1,1.0,3,0.646154,2,0.646154,2,1.0,3,1.0,3,0.294118,2,0.647217,1,0.176471,0.2,2,0
0.666667,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.75,2,1.0,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.909091,3,0.5,2,1.0,3,0.75,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
0.8,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,0.714286,3,0.736842,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.285714,0.396168,1,1
0.833333,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.909091,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.384615,0.396168,1,1
0.0,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.0,2,0.033189,2,0.188034,2,0.111111,2,1.0,3,0.76457,1,0.647217,1,0.052632,0.0,2,0
0.100794,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.923077,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,0.428571,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.75,3,0.444444,3,1.0,3,1.0,3,1.0,3,0.647217,1,0.176471,0.277778,2,1
0.0,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.571429,3,0.5,3,0.936303,1,1.0,3,1.0,3,0.647217,1,0.428571,0.15,2,1
0.1,1,1.0,3,0.333333,2,0.285714,2,0.778477,1,1.0,3,1.0,3,0.512821,2,0.512821,2,0.333333,2,1.0,3,0.76457,1,0.647217,1,0.176471,0.2,2,0
0.02402,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.666667,2,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0.396168,1,1
0.302743,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.685884,2,0.892857,2,1.0,3,1.0,3,0.571429,2,0.647217,1,0.333333,0.396168,1,0
0.285714,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.0,2,1.0,3,0.585621,2,0.666667,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.357143,0.396168,1,1
0.607143,1,1.0,3,1.0,3,0.602679,2,0.778477,1,0.803013,1,1.0,3,0.582483,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
0.133333,1,1.0,3,1.0,3,0.304762,2,0.778477,1,0.803013,1,1.0,3,0.625641,2,0.625641,2,1.0,3,1.0,3,0.090909,2,0.647217,1,0.176471,0.176471,2,0
0.02,1,1.0,3,1.0,3,0.258333,2,0.778477,1,1.0,3,1.0,3,0.536458,2,0.555556,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.25,0.285714,2,0
0.033333,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.571429,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,0
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.772727,2,0.512821,2,0.333333,2,1.0,3,1.0,3,0.647217,1,0.176471,0.352941,2,1
0.833333,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.566667,2,0.666667,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.176471,0.396168,1,1
0.568182,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.857143,2,1.0,3,1.0,3,1.0,3,0.6,2,0.647217,1,0.538462,0.396168,1,1
0.571429,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.786848,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.384615,0.396168,1,1
0.4,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.680556,2,0.588235,2,1.0,3,1.0,3,1.0,3,0.647217,1,0.1875,0.396168,1,1
0.8,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.0,2,0.714286,2,0.659615,2,0.2,2,1.0,3,1.0,3,0.647217,1,0.111111,0.384615,2,1
0.020833,1,1.0,3,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,1.0,3,1.0,3,0.936303,1,1.0,3,0.76457,1,0.647217,1,1.0,0.142857,2,0
0.666667,2,1.0,3,1.0,3,1.0,3,0.778477,1,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0.396168,1,1
0.666667,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.694805,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.428571,0.396168,1,1
0.666667,2,1.0,3,1.0,3,1.0,3,0.778477,1,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.166667,2,1
1.0,2,1.0,3,1.0,3,0.061225,2,0.778477,1,1.0,3,1.0,3,0.494505,2,0.494505,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.176471,0.2,2,0
0.8,2,0.363636,2,1.0,3,0.8,3,0.778477,1,0.803013,1,1.0,3,0.777778,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
0.685185,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.0,2,0.541667,2,0.166667,2,0.936303,1,1.0,3,0.76457,1,0.647217,1,0.111111,0.416667,2,1
1.0,2,1.0,3,1.0,3,0.666667,3,1.0,3,0.803013,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.727273,2,0.972222,2,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,1.0,3,1.0,3,0.503902,2,0.778477,1,1.0,3,1.0,3,0.617485,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.833333,3,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.384615,2,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,1.0,3,1.0,3,0.666667,2,0.857143,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.396168,1,1
0.0,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.727273,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,0.285714,0.396168,1,1
1.0,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,0.039216,2,0.583333,2,0.162896,2,0.936303,1,1.0,3,1.0,3,0.647217,1,0.176471,0.2,2,1
0.324499,1,0.854119,1,0.83383,1,0.620578,1,0.756579,2,0.803013,1,1.0,3,0.596078,2,1.0,3,1.0,3,1.0,3,0.5,2,0.647217,1,1.0,0.396168,1,0
0.4,1,0.5,2,0.25,2,0.208333,2,0.778477,1,0.803013,1,0.5,2,0.366667,2,0.366667,2,0.25,2,1.0,3,0.294118,2,0.647217,1,0.217391,0.181818,2,0
0.566667,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.346935,2,0.480378,2,0.25,2,1.0,3,0.76457,1,0.647217,1,0.166667,0.181818,2,0
0.0,1,1.0,3,1.0,3,0.888889,3,0.778477,1,0.803013,1,1.0,3,0.822222,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
0.857143,2,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.6,3,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,1
0.025,1,0.854119,1,0.83383,1,0.620578,1,0.778477,1,0.803013,1,1.0,3,0.533333,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,0
0.333333,1,0.854119,1,0.83383,1,0.620578,1,0.569444,2,0.803013,1,1.0,3,0.636364,2,1.0,3,1.0,3,1.0,3,1.0,3,0.647217,1,1.0,0.396168,1,1
0.582418,1,0.854119,1,0.83383,1,0.620578,1,0.5,2,0.803013,1,1.0,3,0.354354,2,1.0,3,1.0,3,1.0,3,0.76457,1,0.647217,1,1.0,0.396168,1,0
0.5,1,1.0,3,0.0,2,0.666667,2,0.778477,1,1.0,3,1.0,3,0.6,2,0.833333,2,1.0,3,1.0,3,0.76457,1,0.647217,1,0.333333,0.384615,2,0
